openalex_id,title,year,source,type,primary_topic,subfield,field,domain,doi,cited_by_count,num_referenced_works
W2790619349,Spatialized audio improves call sign recognition during multi-aircraft control,2018,Applied Ergonomics,article,Human-Automation Interaction and Safety,Social Psychology,Psychology,Social Sciences,https://doi.org/10.1016/j.apergo.2018.02.007,7,39
W3033193059,"Liquified protein vibrations, classification and cross-paradigm <i>de novo</i> image generation using deep neural networks",2020,Nano Futures,article,Microfluidic and Bio-sensing Technologies,Biomedical Engineering,Engineering,Physical Sciences,https://doi.org/10.1088/2399-1984/ab9a27,14,34
W4404970494,Convective Drying with the Application of Ultrasonic Pre-Treatment: The Effect of Applied Conditions on the Selected Properties of Dried Apples,2024,Foods,article,Food Drying and Modeling,Food Science,Agricultural and Biological Sciences,Life Sciences,https://doi.org/10.3390/foods13233893,9,38
W1981284647,Additional studies of histoplasmin formation,1966,Mycopathologia,article,Legume Nitrogen Fixing Symbiosis,Plant Science,Agricultural and Biological Sciences,Life Sciences,https://doi.org/10.1007/bf02130354,8,13
W2326525232,"Manifold effects of palmitoylcarnitine on endoplasmic reticulum metabolism: 11β-hydroxysteroid dehydrogenase 1, flux through hexose-6-phosphate dehydrogenase and NADPH concentration",2011,Biochemical Journal,article,Hormonal Regulation and Hypertension,"Endocrinology, Diabetes and Metabolism",Medicine,Health Sciences,https://doi.org/10.1042/bj20102069,11,47
W2581887616,Toward adapting spatial audio displays for use with bone conduction: the cancellation of bone-conducted and air-conducted sound waves.,2006,UPT. Syiah Kuala University Library (Syiah Kuala University),dissertation,Hearing Loss and Rehabilitation,Cognitive Neuroscience,Neuroscience,Life Sciences,,3,25
W4399605774,Émile Jaques-Dalcroze as a visionary pioneer of Neurologic Music Therapy,2016,Approaches An Interdisciplinary Journal of Music Therapy,article,Neurology and Historical Studies,Neurology,Neuroscience,Life Sciences,https://doi.org/10.56883/aijmt.2016.332,6,0
W2037673007,Audiovisual Harmony: The realtime audiovisualisation of a single data source in <i>Construction in Zhuangzi</i>,2012,Organised Sound,article,Multisensory perception and integration,Experimental and Cognitive Psychology,Psychology,Social Sciences,https://doi.org/10.1017/s1355771812000076,4,40
W46943982,On Mapping EEG Information into Music,2014,,book-chapter,Neuroscience and Music Perception,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1007/978-1-4471-6584-2_10,6,51
W1513888342,"Socio-ec(h)o: Focus, listening and collaboration in the experience of ambient intelligent environments",2010,Summit (Simon Fraser University),article,Data Visualization and Analytics,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,,2,16
W3041088092,Biological Measures that Reflect Auditory Perception,2015,NTT technical review,article,Color perception and design,Social Psychology,Psychology,Social Sciences,https://doi.org/10.53829/ntr201511fa3,3,2
W2097293467,<i>In Vitro</i>Observation of Air Bubbles during Delivery of Various Detachable Aneurysm Embolization Coils,2012,Korean Journal of Radiology,article,Intracranial Aneurysms: Treatment and Complications,Neurology,Medicine,Health Sciences,https://doi.org/10.3348/kjr.2012.13.4.412,9,24
W2010950088,The effects of some salicylate analogues on human blood platelets: 2. The role of platelet acetylation in the inhibition of platelet aggregation,1974,Life Sciences,article,Antiplatelet Therapy and Cardiovascular Diseases,Cardiology and Cardiovascular Medicine,Medicine,Health Sciences,https://doi.org/10.1016/0024-3205(74)90450-0,9,9
W4391165733,Modeling of Individual Head-Related Transfer Functions (HRTFs) Based on Spatiotemporal and Anthropometric Features Using Deep Neural Networks,2024,IEEE Access,article,Hearing Loss and Rehabilitation,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1109/access.2024.3358202,9,34
W3002849069,Hair nicotine concentration of cats with gastrointestinal lymphoma and unaffected control cases,2020,Veterinary Record,article,Smoking Behavior and Cessation,Physiology,Medicine,Health Sciences,https://doi.org/10.1136/vr.105564,8,24
W4292485499,Studi Awal Sonifikasi Pada Data Gerak Parabola Berbantuan Arduino Uno R3 Atmega328,2022,JIPFRI (Jurnal Inovasi Pendidikan Fisika dan Riset Ilmiah),article,Experimental and Theoretical Physics Studies,Statistical and Nonlinear Physics,Physics and Astronomy,Physical Sciences,https://doi.org/10.30599/jipfri.v6i1.1483,3,17
W2324715280,Identifying the Temporal Patterning Confusions in Audio Displays: Developing Guidelines for Complex Audio Displays,1991,Proceedings of the Human Factors and Ergonomics Society Annual Meeting,article,Safety Warnings and Signage,Social Psychology,Psychology,Social Sciences,https://doi.org/10.1177/154193129103501034,2,8
W2770457274,<i>At the End of Night</i>: explorations of Antarctica and Space in the sound art of Philip Samartzis,2017,The Polar Journal,article,Polar Research and Ecology,Ecology,Environmental Science,Physical Sciences,https://doi.org/10.1080/2154896x.2017.1373911,7,9
W2055059744,Sonic Trampoline: How Audio Feedback Impacts the User's Experience of Jumping,2015,IEEE Multimedia,article,Music Technology and Sound Studies,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,https://doi.org/10.1109/mmul.2015.13,3,10
W2577481829,Hair nicotine concentration measurement in cats and its relationship to owner‐reported environmental tobacco smoke exposure,2017,Journal of Small Animal Practice,article,Human-Animal Interaction Studies,Genetics,"Biochemistry, Genetics and Molecular Biology",Life Sciences,https://doi.org/10.1111/jsap.12616,9,41
W2759162409,TIME-DOMAIN ANALYSIS / SYNTHESIS OF THE EXCITATION SIGNAL IN A SOURCE / FILTER MODEL OF CONTACT SOUNDS,2008,,article,Music Technology and Sound Studies,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,,4,18
W2884327842,Orchestrations of consciousness in the universe: Consciousness and electronic music applied to Xenolinguistics and Adnyamathanha aboriginal songs,2018,Technoetic Arts,article,Space Science and Extraterrestrial Life,Astronomy and Astrophysics,Physics and Astronomy,Physical Sciences,https://doi.org/10.1386/tear.16.1.113_1,2,0
W2325575494,Sonic trampoline: the effect of audio feedback on the user experience during an exercise of jumping,2015,IEEE Multimedia,article,Music Technology and Sound Studies,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,https://doi.org/10.1109/mmul.2015.29,3,0
W1512234659,Collaborating through sounds : audio-only interaction with diagrams,2010,Queen Mary Research Online (Queen Mary University of London),dissertation,Tactile and Sensory Interactions,Cognitive Neuroscience,Neuroscience,Life Sciences,,4,15
W3137582290,Application of ecoacoustic monitoring in the field of biodiversity science.,2021,PubMed,article,Animal Vocal Communication and Behavior,Developmental Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,https://doi.org/10.13287/j.1001-9332.202103.032,6,0
W2360137255,Designing and Deploying Meaningful Auditory Alarms for Control Systems,2017,,book-chapter,Healthcare Technology and Patient Monitoring,Surgery,Medicine,Health Sciences,https://doi.org/10.1007/978-3-319-51941-8_12,6,43
W2330140607,Use of Participatory Design to Enhance Accessibility of Slate-Type Devices,2012,Proceedings of the Human Factors and Ergonomics Society Annual Meeting,article,Usability and User Interface Design,Human-Computer Interaction,Computer Science,Physical Sciences,https://doi.org/10.1177/1071181312561288,5,12
W2413582895,Aggregation of microspheres in blood flow measurements.,1991,PubMed,article,Cardiac Arrhythmias and Treatments,Cardiology and Cardiovascular Medicine,Medicine,Health Sciences,,2,0
W4211249361,High Fidelity Haptic Rendering,2006,Synthesis lectures on computer graphics and animation,article,Teleoperation and Haptic Systems,Mechanical Engineering,Engineering,Physical Sciences,https://doi.org/10.2200/s00045ed1v01y200609cgr002,7,59
W4224285446,"Wave-like behaviour in (0,1) binary sequences",2022,Scientific Reports,article,Fractal and DNA sequence analysis,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,https://doi.org/10.1038/s41598-022-18360-z,4,15
W2606231405,trees: Pinus sylvestris,2016,Journal for Artistic Research,article,Plant and Biological Electrophysiology Studies,Plant Science,Agricultural and Biological Sciences,Life Sciences,https://doi.org/10.22501/jar.215961,3,0
W1931273666,"Sonic Interaction Design. Catalogue of an Exhibition at Norwegian Museum of Science, Technology and Medicine",2011,,article,Music Technology and Sound Studies,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,,5,0
W2056042409,Using bisensory feedback displays for space teleoperation,1991,Acta Astronautica,article,Tactile and Sensory Interactions,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1016/0094-5765(91)90189-c,3,30
W2185068083,Speech and Non-Speech Audio: Navigational Information and Cognitive Load,2007,,article,Tactile and Sensory Interactions,Cognitive Neuroscience,Neuroscience,Life Sciences,,2,19
W2063395869,Solubilization of 3-hydroxy-3-methylglutaryl coenzyme A reductase from rat and chicken liver microsomes,1978,Analytical Biochemistry,article,Plant biochemistry and biosynthesis,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,https://doi.org/10.1016/0003-2697(78)90779-0,8,11
W4283015899,Loudness affects motion: asymmetric volume of auditory feedback results in asymmetric gait in healthy young adults,2022,BMC Musculoskeletal Disorders,article,Motor Control and Adaptation,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1186/s12891-022-05503-6,16,84
W2769613965,Hydroxyapatite Coating on Alloys CoCrMo-TiN with Sol-Gel Method,2016,Indonesian Journal of Fundamental and Applied Chemistry,article,Bone Tissue Engineering Materials,Biomedical Engineering,Engineering,Physical Sciences,https://doi.org/10.24845/ijfac.v1.i3.55,2,7
W70980070,Challenges to Real-Time Decision Support in Health Care,2008,,article,Patient Safety and Medication Errors,Emergency Medical Services,Health Professions,Health Sciences,,16,27
W48151510,Sound kitchen: designing a chemically controlled musical performance,2003,,article,Music Technology and Sound Studies,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,https://doi.org/10.5072/zenodo.205269,3,0
W2596175649,Q-Switched Ytterbium doped fiber laser with graphene oxide embedded in polyethylene oxide film based saturable absorber,2015,Journal of Optoelectronics and Advanced Materials,article,Advanced Fiber Laser Technologies,"Atomic and Molecular Physics, and Optics",Physics and Astronomy,Physical Sciences,,5,0
W2070061330,Reflections on sonic browsing,2005,ACM Transactions on Applied Perception,article,Music and Audio Processing,Signal Processing,Computer Science,Physical Sciences,https://doi.org/10.1145/1101530.1101549,2,24
W2118359256,"Auditory Progress Bars: The effects of Feedback, Endpoint and Free Response on Estimations of Time Remaining",2012,Proceedings of the Human Factors and Ergonomics Society Annual Meeting,article,Human-Automation Interaction and Safety,Social Psychology,Psychology,Social Sciences,https://doi.org/10.1177/1071181312561335,3,12
W2026041664,Perception and replication of planar sonic gestures,2012,ACM Transactions on Applied Perception,article,Tactile and Sensory Interactions,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1145/2355598.2355601,4,57
W3188620338,Mood of the Planet: Challenging Visions of Big Data in the Arts,2021,Cognitive Computation,article,Aesthetic Perception and Analysis,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1007/s12559-020-09766-w,4,23
W3204545170,Chemical composition: Hearing insect defensive volatiles,2021,Patterns,article,Insect Pheromone Research and Control,Insect Science,Agricultural and Biological Sciences,Life Sciences,https://doi.org/10.1016/j.patter.2021.100352,5,80
W4408403039,Protocol for chromatin immunoprecipitation of chromatin-binding proteins in Schizosaccharomyces pombe using a dual-crosslinking approach,2025,STAR Protocols,article,Genomics and Chromatin Dynamics,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,https://doi.org/10.1016/j.xpro.2025.103695,3,15
W2592575041,A study on variability of anthropometric data of various pinna patterns of human ear for individualization of head related transfer function,2017,,book-chapter,Consumer Perception and Purchasing Behavior,Marketing,"Business, Management and Accounting",Social Sciences,https://doi.org/10.1201/9781315400624-57,4,2
